"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","whiff_percent"
"Garver, Mitch",641598,2024,367,430,15,30.9,".172",".341",".286","0.627","0.169",".216","7",".281","71.2","7.3","89.9","18.3",32.5,8.4,7.2,30.8
"Alonso, Pete",624413,2024,608,695,34,24.7,".240",".459",".329","0.788","0.219",".276","13",".340","75.2","7.3","89.8","14.4",30.5,13.2,6.6,24.7
"Madrigal, Nick",663611,2023,270,294,2,8.2,".263",".352",".311","0.663","0.089",".283","9",".294","66","6.4","86.2","3.7",29.9,0.8,2,9.4
"Mullins II, Cedric",656775,2023,404,455,15,22.2,".233",".416",".305","0.721","0.183",".271","1",".311","71.1","7.6","88.9","21.6",28.1,6.5,3.5,24.9
"Urías, Ramón",602104,2024,272,301,11,18.3,".254",".423",".322","0.745","0.169",".280","5",".325","70.5","7.5","88.3","12.8",32.6,8.7,5.5,26.8
"Bogaerts, Xander",593428,2024,428,463,11,17.1,".264",".381",".307","0.688","0.117",".297","1",".300","70.7","7.2","88.1","10.9",32.1,5.1,3.4,18.3
"Carroll, Corbin",682998,2023,565,645,25,19.4,".285",".506",".362","0.868","0.221",".325","13",".370","73.2","6.8","90","11",32.7,7.6,7.8,21.6
"Meyers, Jake",676694,2023,309,341,10,25.8,".227",".382",".296","0.678","0.155",".283","5",".297","69.2","7.1","86","13.9",34.7,6.3,6.8,27
"Butler, Lawrence",671732,2023,123,129,4,27.1,".211",".341",".240","0.581","0.130",".259","1",".251","74.1","7.2","88.3","16.2",24.7,9,5.6,29.7
"Kiner-Falefa, Isiah",643396,2024,465,496,8,15.7,".269",".376",".306","0.682","0.107",".307","10",".299","67","6.8","86.1","9.1",31.6,2.3,5.1,14.8
"Stephenson, Tyler",663886,2024,457,515,19,22.7,".258",".444",".338","0.782","0.186",".307","8",".339","70.8","7.4","90.2","10.9",33,9.1,6.1,22.7
"Thomas, Alek",677950,2023,374,402,9,21.4,".230",".374",".273","0.647","0.144",".273","4",".278","70","6.8","88.9","2.2",28.3,5.1,6.8,25.2
"Choi, Ji Man",596847,2023,104,117,6,29.9,".163",".385",".239","0.624","0.222",".169","1",".267","72.2","7.3","93.4","11.9",33.8,19.7,8.5,30.8
"Yepez, Juan",660766,2024,226,249,6,16.9,".283",".429",".335","0.764","0.146",".320","1",".331","70.5","7.3","86.6","8.5",30.3,5.9,5.3,22.1
"Davis, Henry",680779,2023,225,255,7,27.1,".213",".351",".302","0.653","0.138",".273","4",".287","73.1","7.2","88.6","12.5",35,7,5.7,27
"De La Cruz, Elly",682829,2024,618,696,25,31.3,".259",".471",".339","0.810","0.212",".359","6",".349","75.2","7.3","91.8","9.7",35.7,12.7,6.2,33.4
"Pérez, Carlos",656024,2023,49,53,1,20.8,".204",".347",".264","0.611","0.143",".243","0",".267","67.6","7.2","85.1","13.5",28.9,7.9,0,22.7
"Madrigal, Nick",663611,2024,86,94,0,10.6,".221",".256",".280","0.536","0.035",".250","3",".245","65.4","6.5","85.1","3.4",27.3,0,0,11.2
"Frelick, Sal",686217,2024,475,524,2,14.9,".259",".335",".320","0.655","0.076",".306","4",".292","66.3","6.9","83.4","9.7",30,0.8,3.5,12.9
"Cooper, Garrett",643265,2023,422,457,17,28.9,".251",".419",".304","0.723","0.168",".324","2",".313","73.8","7.8","89","13.3",40.4,10.3,7.5,30.7
"Hilliard, Sam",656541,2024,138,158,10,35.4,".239",".507",".305","0.812","0.268",".311","0",".342","75.3","7.3","94.6","16.5",30.7,14.8,2.3,40.8
"Palacios, Richie",680700,2023,93,102,6,10.8,".258",".516",".307","0.823","0.258",".234","1",".346","66.7","6.8","88.1","6.3",29.8,7.1,10.7,15.1
"Remillard, Zach",621545,2023,147,160,1,30,".252",".320",".295","0.615","0.068",".367","1",".270","69.1","7.1","85.7","11.9",23.3,1,1,33.8
"Harris II, Michael",671739,2023,505,539,18,18.7,".293",".477",".331","0.808","0.184",".334","5",".345","73.6","7.9","90.9","7.6",34.6,10,5.9,24.4
"Schmitt, Casey",669477,2024,107,113,6,22.1,".252",".477",".283","0.760","0.225",".273","1",".323","71.6","7.5","89.2","16.5",31.3,8.4,7.2,25
"Mancini III, Trey",641820,2023,235,263,4,29.7,".234",".336",".299","0.635","0.102",".327","2",".280","72.6","7.8","88.9","12.3",32.5,3.8,8.8,32.7
"Torkelson, Spencer",679529,2023,606,684,31,25,".233",".446",".313","0.759","0.213",".269","6",".326","75","7.6","91.8","17.1",33.2,14.1,7,24.7
"Kiermaier, Kevin",595281,2023,370,408,8,21.1,".265",".419",".322","0.741","0.154",".321","4",".320","69.8","7.1","86.7","5.6",29.4,3.5,2.8,30.6
"Walls, Taylor",670764,2024,218,252,1,26.6,".183",".248",".282","0.530","0.065",".255","0",".245","67.3","7.2","86.1","18.2",29.9,3.2,5.2,25
"Schwarber, Kyle",656941,2024,573,692,38,28.5,".248",".485",".366","0.851","0.237",".301","5",".366","77.5","7.7","93.6","15",31.8,15.6,7.3,32
"Rivas III, Alfonso",663845,2023,109,123,3,29.3,".229",".422",".303","0.725","0.193",".310","3",".313","70.6","6.6","89.2","11.1",41.3,6.7,5.3,27.4
"Pasquantino, Vinnie",686469,2024,496,554,19,12.8,".262",".446",".315","0.761","0.184",".265","4",".325","71.7","7.4","91","14.6",31.9,7.1,8.9,14.5
"Bethancourt, Christian",542194,2023,315,332,11,27.4,".225",".381",".254","0.635","0.156",".278","0",".271","72.5","7.5","88.6","11.3",28.5,7.9,4.4,36.6
"Rortvedt, Ben",666163,2023,68,79,2,24.1,".118",".221",".241","0.462","0.103",".128","0",".219","70.9","6.8","88","16.3",34.7,6.1,0,27.9
"Fraley, Jake",641584,2024,350,382,5,18.3,".277",".386",".330","0.716","0.109",".331","3",".314","71.8","7.1","84.3","11.1",34.6,3.2,3.5,21.3
"Meyers, Jake",676694,2024,461,513,13,22.8,".219",".360",".286","0.646","0.141",".263","10",".285","68.6","7","88.2","14.4",34.8,6.8,8.3,27
"Wendle, Joey",621563,2023,297,318,2,21.1,".212",".306",".248","0.554","0.094",".264","2",".242","68.3","7","89.2","3.8",31.8,3.4,5.1,25
"Naylor, Josh",647304,2023,452,495,17,13.7,".308",".489",".354","0.843","0.181",".326","3",".354","73.2","7.6","89.1","12.3",35.5,8.2,6.9,19.8
"Grisham, Trent",663757,2024,179,209,9,27.3,".190",".385",".290","0.675","0.195",".217","4",".295","70.4","7.7","90.6","20",25.6,12,7.2,23.3
"Judge, Aaron",592450,2024,559,704,58,24.3,".322",".701",".458","1.159","0.379",".367","9",".476","77.1","8.2","96.2","19",40.8,26.9,8.5,30.7
"France, Ty",664034,2024,479,535,13,21.3,".234",".365",".305","0.670","0.131",".277","13",".296","71","7.6","88.7","12.9",30.5,7.3,6.2,24.2
"Schuemann, Max",680474,2024,396,459,7,25.9,".220",".308",".311","0.619","0.088",".292","7",".281","68.3","6.7","89","16.6",39.5,5.6,7,28.5
"Dubón, Mauricio",643289,2023,467,492,10,14.2,".278",".411",".309","0.720","0.133",".308","3",".311","69.8","7.6","87","9.5",37,4.5,5.3,17.7
"O'Neill, Tyler",641933,2023,238,266,9,25.2,".231",".403",".312","0.715","0.172",".284","0",".313","72.6","7","89.2","15",29.2,12.3,5.8,27.8
"Sosa, Lenyn",672820,2024,351,369,8,20.9,".254",".359",".283","0.642","0.105",".303","3",".280","71.7","7.4","89","12.3",42.2,6.1,9,19.8
"Suzuki, Seiya",673548,2023,515,583,20,22.3,".285",".485",".357","0.842","0.200",".341","2",".358","72.4","7.1","91.4","10.8",36.5,10.5,8.2,21.3
"Mullins II, Cedric",656775,2024,444,499,18,19.6,".234",".405",".305","0.710","0.171",".261","5",".310","71","7.5","87.1","21.5",31.7,4.9,5.4,19.2
"Robert Jr., Luis",673357,2023,546,595,38,28.9,".264",".542",".315","0.857","0.278",".314","12",".358","75.9","8","89.1","16.1",38,15.4,5.6,33.5
"Hernaiz, Darell",687231,2024,120,135,1,20,".192",".242",".261","0.503","0.050",".234","1",".230","68.6","7.1","87.1","10.8",30.2,1,2.1,24.9
"d'Arnaud, Travis",518595,2024,307,341,15,26.1,".238",".436",".302","0.738","0.198",".280","6",".319","71.4","7.8","89.9","11.6",32.9,10.4,7.2,32.8
"Kieboom, Carter",666198,2023,87,94,4,28.7,".207",".368",".266","0.634","0.161",".250","1",".277","71.4","7.1","86.1","15.2",33.3,5,1.7,34.4
"Reyes, Franmil",614177,2023,59,65,2,36.9,".186",".288",".231","0.519","0.102",".257","0",".227",,,"93","-2.1",27,16.2,2.7,35.2
"McCann, James",543510,2023,207,226,6,25.2,".222",".377",".269","0.646","0.155",".274","5",".279","70.4","7.2","89.8","16.6",37.4,7.1,9,31.4
"Brennan, Will",686823,2023,432,455,5,12.5,".266",".356",".299","0.655","0.090",".296","5",".285","68.2","6.9","85.7","9.4",35.8,2.4,2.9,18.2
"Albies, Ozzie",645277,2023,596,660,33,16.2,".280",".513",".336","0.849","0.233",".289","8",".358","70","7.3","88.7","16.6",37.4,8.2,10.5,20.6
"Profar, Jurickson",595777,2023,459,521,9,17.3,".242",".368",".321","0.689","0.126",".279","6",".304","71","7.3","86.5","14.8",37.7,4,5.1,20
"McCutchen, Andrew",457705,2023,390,473,12,21.1,".256",".397",".378","0.775","0.141",".312","4",".345","71.8","7.4","89.6","12.3",33.7,6.8,7.8,27.4
"Wade, Tyler",642180,2024,138,156,0,18.6,".217",".239",".285","0.524","0.022",".275","2",".242","66.1","6.7","83.7","14.5",38.1,1.8,2.7,20.8
"Encarnacion, Jerar",666464,2024,113,119,5,28.6,".248",".425",".277","0.702","0.177",".307","0",".301","77","7.8","95","6.7",37.5,15,11.3,28.7
"Pache, Cristian",665506,2023,84,95,2,28.4,".238",".417",".319","0.736","0.179",".327","0",".320","70","7.3","89.9","8.6",39.7,6.9,5.2,35.2
"Vosler, Jason",613564,2023,62,65,3,38.5,".161",".371",".200","0.571","0.210",".206","0",".241",,,"86","25.8",29.7,8.1,10.8,37.7
"Soderstrom, Tyler",691016,2024,189,213,9,24.9,".233",".429",".315","0.744","0.196",".273","3",".322","74.4","7.5","91.9","9.6",31.4,14.6,9.5,30.1
"Encarnacion-Strand, Christian",687952,2024,116,123,2,28.5,".190",".293",".220","0.513","0.103",".247","1",".223","71.3","7.2","87.8","15.5",27.7,8.4,4.8,29.4
"Bauers, Jake",641343,2023,242,272,12,34.9,".202",".413",".279","0.692","0.211",".268","0",".297","75.1","7.8","89.1","13.8",36,18.7,5.3,33.3
"Cowser, Colton",681297,2024,499,561,24,30.7,".242",".447",".321","0.768","0.205",".317","7",".331","73.8","6.9","90.5","13",32.1,13.6,7.6,30.4
"Siri, Jose",642350,2024,402,448,18,37.9,".187",".366",".255","0.621","0.179",".261","7",".271","72.5","7.8","87.5","15.4",35.7,14.7,8.8,41.9
"Trevino, Jose",624431,2024,209,234,8,17.5,".215",".354",".288","0.642","0.139",".228","2",".284","68.9","7","88.1","9.9",26.9,5.3,3.5,18.7
"Candelario, Jeimer",600869,2023,505,576,22,22,".251",".471",".336","0.807","0.220",".292","13",".346","69.3","7.8","88.3","14.1",36.9,7.9,7.3,24.2
"Raley, Luke",670042,2024,404,455,22,29.7,".243",".463",".320","0.783","0.220",".305","20",".339","75","7.2","90.1","13.5",31.5,11,8.1,34.5
"Espinal, Santiago",669289,2023,230,254,2,14.2,".248",".335",".310","0.645","0.087",".285","3",".285","69.2","7.5","87","11.4",33,1,5.1,17.6
"Baddoo, Akil",668731,2024,73,82,2,32.9,".137",".301",".220","0.521","0.164",".178","0",".230","71.7","7.5","91.1","21",25.5,12.8,6.4,34.6
"Fermín, José",665877,2023,51,61,0,13.1,".235",".255",".339","0.594","0.020",".279","2",".281","65.3","7.1","89.5","9.9",35.6,0,0,12.2
"Alvarez, Francisco",682626,2023,382,423,25,26,".209",".437",".284","0.721","0.228",".222","6",".310","74.5","7.4","90.1","12.5",28.6,12.8,8.1,31.8
"Amaya, Jacob",676070,2024,68,72,0,38.9,".176",".191",".222","0.413","0.015",".300","0",".190","67.5","7.1","87.8","6.3",30,2.5,0,27.7
"Kirk, Alejandro",672386,2024,340,386,5,13.2,".253",".359",".319","0.678","0.106",".276","2",".297","70.1","7","89.4","10.8",34.6,6.7,7,15.7
"Sweeney, Trey",700242,2024,110,119,4,26.9,".218",".373",".269","0.642","0.155",".267","1",".279","74.3","7.7","91.1","12.8",27.8,8.9,10.1,32.4
"Cooper, Garrett",643265,2024,107,116,1,30.2,".206",".299",".267","0.566","0.093",".296","2",".253","72.9","7.8","85.9","12.7",47.2,9.7,6.9,29.5
"Dickerson, Corey",572816,2023,144,152,2,18.4,".250",".354",".283","0.637","0.104",".296","0",".277","69.9","7.4","88.1","9.4",32.5,3.4,2.6,22.4
"Rojas, Johan",679032,2023,149,164,2,25.6,".302",".430",".342","0.772","0.128",".410","4",".335","70.2","7.3","86.6","7.3",29.2,0.9,2.7,25.9
"Ozuna, Marcell",542303,2023,530,592,40,22.6,".274",".558",".346","0.904","0.284",".293","3",".381","75","7.5","91.8","15.6",34.9,16.6,6.5,26.7
"Isbel, Kyle",664728,2024,384,426,8,20.7,".229",".367",".287","0.654","0.138",".276","5",".286","70.8","7.1","88.1","9",24.8,3.9,3.6,19.3
"Taylor, Chris",621035,2023,338,384,15,32.6,".237",".420",".326","0.746","0.183",".327","4",".323","71.2","7.3","86.2","21.5",38.8,9.8,6.1,35.8
"Abreu, Wilyer",677800,2023,76,85,2,27.1,".316",".474",".388","0.862","0.158",".431","0",".375","74.1","7.5","91.3","11.9",35.8,9.4,7.5,31.7
"Williams, Luke",663897,2024,46,52,0,25,".196",".261",".275","0.536","0.065",".273","1",".246","70.3","7.7","89.6","18.6",23.5,2.9,5.9,25.6
"Velázquez, Nelson",676369,2024,205,230,8,26.5,".200",".366",".274","0.640","0.166",".237","3",".280","73.4","7.5","88.2","17.4",29.9,8.8,6.8,35.5
"Mervis, Matt",670223,2023,90,99,3,32.3,".167",".289",".242","0.531","0.122",".218","1",".239",,,"91","8.4",36.2,13.8,10.3,33.3
"LeMahieu, DJ",518934,2023,497,562,15,22.2,".243",".390",".327","0.717","0.147",".295","3",".315","68.2","7.3","89.6","3.8",31.6,5.9,6.4,19.7
"Murphy, Tom",608596,2023,145,159,8,27.7,".290",".538",".335","0.873","0.248",".358","1",".367","72.5","8","89.5","13.7",40.8,14.6,4.9,30.4
"Rafaela, Ceddanne",678882,2023,83,89,2,31.5,".241",".386",".281","0.667","0.145",".333","1",".287","69.3","7.3","85.5","8.1",39.3,5.4,3.6,29.5
"Hicks, Aaron",543305,2023,269,312,8,22.1,".253",".383",".353","0.736","0.130",".311","0",".326","66.9","7.2","85.3","12.6",26.4,4,3.5,25.6
"Rosario, Eguy",666703,2024,53,57,3,35.1,".245",".528",".286","0.814","0.283",".333","1",".345","72.5","7.8","89.2","12.9",41.2,14.7,5.9,41.9
"Cave, Jake",595909,2024,323,346,7,28.3,".251",".396",".290","0.686","0.145",".335","1",".295","69.5","7","87.5","7.5",35.8,5.2,5.2,28.2
"Arias, Gabriel",672356,2023,315,345,10,32.8,".210",".352",".275","0.627","0.142",".290","1",".276","74.9","7.5","91.1","3.7",31,9.9,5.4,37.7
"Grichuk, Randal",545341,2024,254,279,12,16.5,".291",".528",".348","0.876","0.237",".313","3",".373","73.7","7.7","90.6","17.3",34.3,11,7.6,20.4
"Friedl Jr., TJ",670770,2024,297,341,13,15.2,".226",".380",".310","0.690","0.154",".229","12",".305","70.5","6.8","86","16.7",29.9,3.2,5.6,17.9
"Massey, Michael",686681,2023,428,461,15,21.5,".229",".381",".274","0.655","0.152",".261","4",".283","70.8","7.2","88.6","19.7",38,7.8,7.5,22.4
"Soler, Jorge",624585,2023,504,580,36,24.3,".250",".512",".341","0.853","0.262",".272","6",".361","75.8","7.8","91.3","17.8",36.5,15,10.4,27.6
"Lamb, Jake",571875,2023,51,54,2,27.8,".216",".353",".259","0.612","0.137",".265","0",".267",,,"89.1","12",36.1,5.6,11.1,33.1
"Jones, Nolan",666134,2023,367,424,20,29.7,".297",".542",".389","0.931","0.245",".401","3",".395","72.4","6.8","90.1","9.8",34.7,15.7,3.7,31.9
"Moreno, Gabriel",672515,2023,341,380,7,19.7,".284",".408",".339","0.747","0.124",".338","3",".325","70.3","7.1","89.8","4.2",32.6,4.8,6.2,19.7
"Beck, Jordan",687597,2024,170,184,3,35.3,".188",".276",".245","0.521","0.088",".282","1",".231","71.4","7.7","86.1","13.4",32.1,6.6,5.7,34.8
"Alvarez, Francisco",682626,2024,308,342,11,25.1,".237",".403",".307","0.710","0.166",".291","2",".310","73.5","7.2","88.8","6.9",27.2,6.7,6.7,29.6
"Thomas, Lane",657041,2024,472,528,15,25.9,".237",".400",".309","0.709","0.163",".298","7",".309","71.7","6.8","88.8","17",31.5,7.4,7.1,23.3
"Jung, Josh",673962,2024,178,188,7,25.5,".264",".421",".298","0.719","0.157",".323","1",".311","72","7.2","86.2","12.2",38.2,9.9,4.6,31.9
"Devers, Rafael",646240,2023,580,656,33,19.2,".271",".500",".351","0.851","0.229",".292","11",".359","73.4","7.5","93.1","12.4",30,12.7,8.5,26.1
"Marte, Starling",516782,2023,315,341,5,20.2,".248",".324",".301","0.625","0.076",".303","8",".278","70.6","7.5","88.2","6.3",30.6,5.6,5.6,27.8
"Araúz, Jonathan",660620,2023,59,66,3,27.3,".136",".288",".203","0.491","0.152",".132","0",".217","71.9","7.6","86.7","16.5",25.6,7,0,29.8
"Arraez, Luis",650333,2023,574,617,10,5.5,".354",".469",".393","0.862","0.115",".362","4",".369","63.9","5.9","88.3","11.5",44.7,3.5,3.7,7.9
"Gurriel Jr., Yuli",493329,2024,54,65,0,23.1,".241",".296",".338","0.634","0.055",".317","0",".289","73.3","8","90.3","7.5",34.1,2.4,2.4,22.3
"Campusano, Luis",669134,2024,277,299,8,13.7,".227",".361",".281","0.642","0.134",".240","1",".282","69.2","7.6","87.7","9.9",27.4,4.6,4.6,20.5
"Daza, Yonathan",602074,2023,74,80,0,16.3,".270",".351",".304","0.655","0.081",".323","1",".286",,,"85","13.6",30.2,1.6,4.8,19.7
"Monasterio, Andruw",655316,2023,282,315,3,21,".259",".348",".330","0.678","0.089",".326","3",".302","67.1","6.7","88.8","17.7",41.3,5.5,5.5,21.7
"Kelly, Carson",608348,2023,136,151,2,26.5,".206",".287",".278","0.565","0.081",".274","0",".255","70.2","7.1","86.8","15.6",27.8,2.1,6.2,30.2
"Story, Trevor",596115,2024,94,106,2,31.1,".255",".394",".340","0.734","0.139",".373","1",".318","68.8","7.2","86.1","18.6",37.7,6.6,3.3,30.3
"Lux, Gavin",666158,2024,439,487,10,22.6,".251",".383",".320","0.703","0.132",".312","2",".310","71.2","7.3","88.3","9.1",35,6,7.3,23.3
"Ahmed, Nick",605113,2023,198,210,2,24.8,".212",".303",".257","0.560","0.091",".278","0",".247","69.7","7.3","85.2","12.8",32.9,2.7,6.8,26.9
"Lindor, Francisco",596019,2023,602,687,31,19.9,".254",".470",".336","0.806","0.216",".277","12",".346","71","7.6","91.2","19.2",35.8,10.4,7.2,22.8
"Lee, Korey",686676,2024,377,394,12,31,".210",".347",".244","0.591","0.137",".276","0",".257","71.4","7.2","88.3","9.6",34.1,7.5,4.7,37.1
"Senzel, Nick",669222,2023,301,330,13,22.4,".236",".399",".297","0.696","0.163",".269","1",".302","69.5","7.6","87.4","15.2",29.3,4.8,5.7,21.6
"Nootbaar, Lars",663457,2023,426,503,14,19.7,".261",".418",".367","0.785","0.157",".307","1",".344","72.2","7","89.1","7.2",30.8,8.8,5.4,18.5
"Colás, Oscar",693049,2023,245,263,5,27,".216",".314",".257","0.571","0.098",".281","2",".249","75.5","7.7","88.9","7.1",28.1,7.9,5.1,31.8
"Peña, Jeremy",665161,2024,602,650,15,17.1,".266",".394",".308","0.702","0.128",".301","14",".305","72.6","7.6","88.2","7.5",29.2,5.4,5.4,24.9
"Luciano, Marco",682617,2024,76,81,0,34.6,".211",".303",".259","0.562","0.092",".333","0",".248","73.7","7.1","87.9","12.4",41.7,6.3,14.6,30.1
"Scott II, Victor",687363,2024,145,155,2,27.1,".179",".283",".219","0.502","0.104",".233","2",".221","69.1","6.7","88.4","12.1",33.3,5.7,6.7,26.1
"Pereira, Everson",677592,2023,93,103,0,38.8,".151",".194",".233","0.427","0.043",".264","2",".202","73.5","7.7","91.9","10",39.6,7.5,9.4,43.1
"Yepez, Juan",660766,2023,60,65,2,30.8,".183",".300",".246","0.546","0.117",".237","1",".243","72.7","7.3","80","25.2",35,7.5,2.5,26.1
"Loftin, Nick",679845,2023,62,68,0,17.6,".323",".435",".368","0.803","0.112",".392","1",".348","69.9","7.4","86.3","10.8",31.4,7.8,5.9,21.4
"Hedges, Austin",595978,2023,185,212,1,22.2,".184",".227",".234","0.461","0.043",".236","2",".209","68.2","7.1","87.2","15.4",29.1,0.7,4,28
"Sánchez, Ali",645305,2024,84,96,0,25,".167",".190",".211","0.401","0.023",".230","1",".184","69.1","7.1","86.8","7.6",26.9,4.5,3,22.6
"McKinstry, Zach",656716,2024,297,325,4,21.2,".215",".337",".277","0.614","0.122",".265","2",".270","67.2","6.7","88","18.7",37.8,4.3,7.8,22.1
"Conforto, Michael",624424,2024,438,488,20,24.2,".237",".450",".309","0.759","0.213",".277","5",".327","74.1","7.4","90.2","14.8",33.7,11.8,9,25.2
"Yoshida, Masataka",807799,2024,378,421,10,12.4,".280",".415",".349","0.764","0.135",".302","14",".336","70.9","7.3","88","10.5",36.3,5.5,7.3,14.6
"Suwinski, Jack",669261,2023,447,534,26,32.2,".224",".454",".339","0.793","0.230",".290","6",".341","73.7","7.3","90.5","22.4",34.2,15.7,7.5,30.1
"Marte, Noelvi",682622,2023,114,123,3,20.3,".316",".456",".366","0.822","0.140",".384","1",".357","74.1","7.3","91.3","1.9",27,7.9,3.4,26.3
"Sogard, Nick",686765,2024,77,86,0,29.1,".273",".325",".326","0.651","0.052",".389","0",".289","65.9","6.9","87.4","15.7",48.1,1.9,5.6,25.4
"Pérez, Wenceel",672761,2024,389,425,9,21.6,".242",".383",".300","0.683","0.141",".294","1",".299","70.2","6.9","88.4","18",37.7,4.3,6.3,20.9
"Nimmo, Brandon",607043,2024,571,663,23,23.8,".224",".399",".327","0.726","0.175",".267","12",".321","73.3","7.3","91.9","11.2",33.7,9.1,6.5,23.4
"Myers, Dane",667472,2023,67,70,1,27.1,".269",".358",".286","0.644","0.089",".354","0",".278","71.8","7.5","91.8","-1.8",28.6,2,10.2,25.2
"Profar, Jurickson",595777,2024,564,668,24,15.1,".280",".459",".380","0.839","0.179",".302","18",".365","71.7","7.3","91.1","13.4",31.3,7.2,4.9,17
"McGuire, Reese",624512,2024,139,158,3,24.7,".209",".295",".280","0.575","0.086",".260","2",".259","68.8","8.1","84","12.4",29.8,6.7,6.7,24.5
"Davis, Henry",680779,2024,104,122,1,36.9,".144",".212",".242","0.454","0.068",".233","1",".213","72.5","7.4","85.3","17.2",29,4.8,6.5,36.3
"Bellinger, Cody",641355,2023,499,556,26,15.6,".307",".525",".356","0.881","0.218",".319","5",".370","69.9","7.6","87.9","17.2",38,6.1,5.4,20.1
"Gonzalez, Romy",663853,2023,93,97,3,37.1,".194",".376",".208","0.584","0.182",".273","0",".244",,,"90.5","5",40.7,13.6,5.1,38.1
"Melendez Jr., MJ",669004,2024,412,451,17,25.1,".206",".400",".273","0.673","0.194",".241","3",".292","72.8","7.7","91.1","14.6",29.1,8.4,9,29.5
"Caballero, José",676609,2024,441,483,9,27.5,".227",".347",".283","0.630","0.120",".301","9",".277","69.7","7","83.7","15.9",33.8,5.1,4.8,28.9
"Meneses, Joey",608841,2024,281,313,3,20.1,".231",".302",".291","0.593","0.071",".281","5",".264","70.4","7","88.9","8.3",30.8,4.5,8,22.9
"Marsh, Brandon",669016,2024,418,476,16,32.4,".249",".419",".328","0.747","0.170",".348","2",".326","71.9","7.2","91.6","13.8",40.7,10,11.9,27.5
"Allen, Nick",669397,2024,97,105,1,19,".175",".247",".216","0.463","0.072",".211","0",".207","65","6.5","84.4","8.9",25,1.3,0,18.8
"Zunino, Mike",572287,2023,124,140,3,43.6,".177",".306",".271","0.577","0.129",".317","1",".261",,,"85.9","15.1",28.6,7.9,12.7,42.8
"Marte, Noelvi",682622,2024,229,242,4,31,".210",".301",".248","0.549","0.091",".291","3",".243","73.1","7.5","87","11.4",33.5,6.5,6.5,32.1
"Lewis, Kyle",641786,2023,51,54,1,38.9,".157",".255",".204","0.459","0.098",".241","0",".204","71","7.1","89.1","23.6",26.7,6.7,3.3,35.8
"Peguero, Liover",678894,2023,198,213,7,31.5,".237",".374",".280","0.654","0.137",".320","1",".284","73.1","7.3","89.3","4.1",27.6,5.2,3.7,29.4
"Herrera, Jose",645444,2023,101,120,0,25,".208",".257",".296","0.553","0.049",".292","0",".256","66.2","6.9","85.9","11.3",35.1,0,3.9,19.6
"Rengifo, Luis",650859,2023,394,445,16,18.4,".264",".444",".339","0.783","0.180",".293","6",".339","71","7.3","89.1","11",29.7,7.6,5.1,24.5
"Seager, Corey",608369,2023,477,536,33,16.4,".327",".623",".390","1.013","0.296",".340","4",".419","71.8","6.6","93.3","13",38,15.2,11.4,25
"Nido, Tomás",621512,2023,56,61,0,29.5,".125",".125",".153","0.278","0.000",".179","0",".128",,,"85","5.7",26.8,0,4.9,35
"Arenado, Nolan",571448,2024,578,635,16,14.5,".272",".394",".325","0.719","0.122",".296","5",".314","70.7","8.2","86.3","16.9",35.9,3.2,5.1,17.2
"Westburg, Jordan",676059,2024,416,447,18,21.7,".264",".481",".312","0.793","0.217",".305","7",".340","71","6.8","91.1","13.1",37.4,11.8,9,29.3
"Edwards, Xavier",669364,2023,78,84,0,16.7,".295",".333",".329","0.662","0.038",".359","1",".295","64","6.2","82.2","10.7",31.8,1.5,3,20.5
"Freeman, Tyler",671289,2024,330,383,7,13.8,".209",".321",".305","0.626","0.112",".227","19",".283","71.7","7.2","87.7","13",30.7,3.2,6.7,16.4
"Miranda, Jose",669304,2024,401,429,9,15.4,".284",".441",".322","0.763","0.157",".318","6",".328","71","7.6","88.9","15.5",33.9,5.9,7.7,22.5
"Mateo, Jorge",622761,2023,318,350,7,23.4,".217",".340",".267","0.607","0.123",".267","1",".265","73.4","7.6","88.4","10.4",28.3,5.3,9.4,28.1
"Wong, Connor",657136,2023,371,403,9,33.3,".235",".385",".287","0.672","0.150",".341","6",".292","71.2","7.2","89.1","15.5",34,9.1,5.4,32.3
"Adell, Jo",666176,2024,405,451,20,27.9,".207",".402",".280","0.682","0.195",".244","7",".296","76.7","7.6","89.8","15.9",30.5,11.7,7.4,29.8
"Ruiz, Esteury",665923,2024,55,65,2,30.8,".200",".382",".270","0.652","0.182",".257","2",".281","72.4","7.6","87.7","17.1",28.2,10.3,10.3,30.1
"Yelich, Christian",592885,2024,270,315,11,18.4,".315",".504",".406","0.910","0.189",".366","2",".391","73.2","7.5","91.1","5.2",32.2,7.9,8.9,23.1
"Hoskins, Rhys",656555,2024,449,517,26,28.8,".214",".419",".303","0.722","0.205",".250","7",".313","71.2","8.1","88.7","20.8",29.7,12.7,6.2,26.3
"McLain, Matt",680574,2023,365,403,16,28.5,".290",".507",".357","0.864","0.217",".385","7",".370","70.3","7","89.3","13.8",39.6,10.8,7.6,28
"Miller, Owen",680911,2023,291,314,5,19.4,".261",".371",".303","0.674","0.110",".310","2",".292","69.2","6.6","86.3","12.9",34.2,3.4,6,18.4
