"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","fast_swing_rate","blasts_swing","squared_up_swing","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Calhoun, Willie",641432,2024,229,254,5,12.2,".245",".380",".315","0.695","0.135",".263","1",".305","69.9",10.4,13.8,35.4,"6.7","89","12.4",30.2,3,5.5,64.2,22.9,91.9,13.2
"Luplow, Jordan",656669,2023,77,90,2,30,".208",".325",".322","0.647","0.117",".292","1",".290","70.1",4.1,6.9,16.6,"7.2","85.4","14.1",24,6,2,74.5,25,67.2,36
"Taylor, Chris",621035,2023,338,384,15,32.6,".237",".420",".326","0.746","0.183",".327","4",".323","71.2",8.8,6.7,15.8,"7.3","86.2","21.5",38.8,9.8,6.1,71.5,22.1,70.5,35.8
"Gonzalez, Oscar",660757,2023,173,180,2,25.6,".214",".312",".239","0.551","0.098",".278","1",".239","73.9",42.5,11.7,18.7,"7.2","88.5","6.4",31.3,7.8,5.5,71.2,48.8,78.4,30.4
"Wallach, Chad",595453,2023,157,172,7,33.1,".197",".376",".259","0.635","0.179",".258","0",".275","73.2",28.7,1.9,15.7,"7.7","87.7","16.7",35.3,10.8,4.9,70.4,29.9,74.9,34.8
"Edman, Tommy",669242,2024,139,153,6,19.6,".237",".417",".294","0.711","0.180",".257","1",".307","69.8",8.3,7,30.2,"6.9","87.6","11.4",31.5,3.6,5.4,66.5,25.8,84.7,24
"Miller, Owen",680911,2023,291,314,5,19.4,".261",".371",".303","0.674","0.110",".310","2",".292","69.2",4.4,4.4,23.3,"6.6","86.3","12.9",34.2,3.4,6,63.8,31.5,86.6,18.4
"Hoskins, Rhys",656555,2024,449,517,26,28.8,".214",".419",".303","0.722","0.205",".250","7",".313","71.2",13,9.3,23,"8.1","88.7","20.8",29.7,12.7,6.2,59.3,25.4,78.8,26.3
"McLain, Matt",680574,2023,365,403,16,28.5,".290",".507",".357","0.864","0.217",".385","7",".370","70.3",9.6,13.1,27.1,"7","89.3","13.8",39.6,10.8,7.6,57.7,25.4,79.9,28
"Butler, Lawrence",671732,2024,412,451,22,23.9,".262",".490",".317","0.807","0.228",".301","0",".345","74.2",43.6,13.1,23.9,"7.1","91.1","11.3",35.1,11,5.8,69.1,27.3,80.3,26.9
"Hoerner, Nico",663538,2024,582,641,7,10.3,".273",".373",".335","0.708","0.100",".297","12",".313","68.2",2.8,6.4,31.7,"7.1","85.7","10.4",36,1.2,2.1,63.7,31.8,92.7,11.9
"Jeffers, Ryan",680777,2023,286,335,14,27.8,".276",".490",".369","0.859","0.214",".359","10",".369","73.8",43.3,11.1,20,"7.7","90.5","17.2",34.2,11.6,5,62,30.2,79.8,29.2
"Kreidler, Ryan",668952,2024,59,65,1,29.2,".119",".169",".200","0.369","0.050",".154","0",".177","68.5",1,3,19,"7.2","82","13.2",17.5,5,2.5,68.9,23.7,72.5,32
"McCarthy, Jake",664983,2023,276,312,2,19.9,".243",".326",".318","0.644","0.083",".305","5",".289","68.8",6.8,3.1,23,"6.9","85.3","7.5",32,2.3,6.8,71,31.6,86.3,22.6
"Smith, Dominic",642086,2023,527,586,12,15.5,".254",".366",".326","0.692","0.112",".286","10",".306","68.6",5.8,10.4,30.4,"7","86.3","12.8",37,6.6,3.7,68.7,30.3,86.2,19.9
"Anderson, Tim",641313,2024,234,241,0,28.2,".214",".226",".237","0.463","0.012",".301","0",".208","69.7",4.3,8.3,20.6,"7.2","86.1","1.4",29.5,1.8,4.8,71,38,77.2,30.6
"Carlson, Dylan",666185,2024,235,265,3,28.3,".209",".277",".287","0.564","0.068",".287","5",".257","68.5",2.4,6.3,20.4,"7.1","86.8","15.8",30.1,2.5,8,70.5,24.8,73.5,31
"Shenton, Austin",668853,2024,42,50,1,28,".214",".405",".340","0.745","0.191",".296","0",".330","68.9",1.6,4.7,25,"7.2","83.9","15.5",50,3.6,7.1,59.6,20.4,69.4,35.7
"Paris, Kyren",677347,2024,51,59,1,28.8,".118",".216",".224","0.440","0.098",".152","0",".207","72.3",23,8,20.7,"6.9","87.8","6.3",32.4,5.9,14.7,69.9,20.5,78.5,29.8
"Frazier, Adam",624428,2024,262,294,4,20.1,".202",".294",".282","0.576","0.092",".246","7",".261","66.5",1.2,3.9,25.1,"6.9","84.5","15.3",37.9,2.9,4.9,65.3,26.4,88.5,18.8
"Kim, Ha-Seong",673490,2023,538,626,17,19.8,".260",".398",".351","0.749","0.138",".306","3",".330","67.6",3.6,6.3,30.4,"6.9","86.2","13.6",36.1,4.2,5.7,55.1,20.4,84.6,17.8
"Crews, Dylan",686611,2024,119,132,3,19.7,".218",".353",".288","0.641","0.135",".253","1",".283","72.3",16.2,14.3,30.5,"7.4","89","8.8",23.4,6.4,8.5,63.6,26.6,86.3,22.8
"Rooker Jr., Brent",667670,2024,546,614,39,28.8,".293",".562",".365","0.927","0.269",".362","5",".392","73.7",37.2,12.5,22.4,"7.1","91.9","18.9",38.3,16.6,8.6,72.6,31,78.9,34.1
"Barnhart, Tucker",571466,2024,81,96,0,32.3,".173",".210",".287","0.497","0.037",".280","0",".239","67.4",2.5,5.9,21.8,"7.4","83.4","3.2",34.6,3.8,1.9,56.7,22.7,76.4,29.8
"García, Luis",671277,2024,500,528,18,16.3,".282",".444",".318","0.762","0.162",".310","0",".328","71.7",22.7,12.8,28,"7.3","89.1","8.2",32.8,8,5.8,69,36,86.8,21.3
"Grossman, Robbie",543257,2023,353,420,10,23.3,".238",".394",".340","0.734","0.156",".292","2",".323","67.1",4.8,7.2,25,"6.5","88.2","20.2",32.3,6.8,5.7,60.2,15.7,86.1,20.1
"Suárez, Eugenio",553993,2023,598,694,22,30.8,".232",".391",".323","0.714","0.159",".314","15",".313","72.3",22.3,8.7,20.8,"7.8","90.3","18.9",37.7,13.2,6.8,65.7,23.6,75.4,32.8
"Lipscomb III, Trey",702358,2024,190,211,1,19,".200",".232",".268","0.500","0.032",".247","2",".231","69.8",11.3,9.1,25.7,"7.7","86.5","0.7",23,0.7,3.9,68.7,32.8,84.3,25.3
"Fletcher, Dominic",666150,2024,223,241,1,24.1,".206",".256",".252","0.508","0.050",".273","3",".227","66.7",0.3,6.8,26.6,"6.5","84.4","12.1",38.7,1.8,3,61.9,31.9,84.5,21.2
"Duran, Jarren",680776,2024,671,735,21,21.8,".285",".492",".342","0.834","0.207",".345","6",".357","73.6",36.2,13.7,23.2,"7.6","90.8","9.5",33.8,9.3,6.2,68.2,28.1,84.1,24.8
"Baddoo, Akil",668731,2023,312,357,11,24.9,".218",".372",".310","0.682","0.154",".268","0",".299","72.2",29,6.5,21.5,"7.6","88.1","10.8",26.5,6.2,3.5,68.6,25.7,83.6,25.3
"Carpenter, Matt",572761,2024,137,157,4,32.5,".234",".372",".314","0.686","0.138",".333","2",".303","69.3",3.5,6.5,20,"8.1","85.8","24.2",46.6,6.8,8,62.2,20.3,80.4,28.9
"Merrill, Jackson",701538,2024,554,593,24,17,".292",".500",".326","0.826","0.208",".318","1",".352","72.2",21.6,12.3,24.9,"7.5","90.4","14.6",39.6,11.3,7.8,80,34.4,85.8,20.5
"Herrera, Jose",645444,2024,97,114,1,23.7,".227",".320",".290","0.610","0.093",".300","0",".271","66.5",1.1,5.2,25.3,"7","84.5","9",34.6,0,7.7,61.2,19.9,83,24.2
"Pratto, Nick",668472,2023,306,345,7,40,".232",".353",".307","0.660","0.121",".388","6",".292","69.7",6.8,3.1,14.2,"7.1","87.5","13.4",40.7,8.1,6.4,58.8,27.5,78.2,35.3
"O'Hoppe, Logan",681351,2023,182,199,14,24.1,".236",".500",".296","0.796","0.264",".240","2",".337","69.9",8.1,9.8,23.8,"7.4","90.5","19.6",31.9,15.6,6.7,70.2,33.9,81.1,32.1
"Díaz, Elias",553869,2024,325,351,6,19.7,".265",".382",".313","0.695","0.117",".317","4",".303","73.9",41.4,10.4,19.6,"7","87.1","7.6",31,4.7,4.3,76.1,33.2,81.6,27.8
"Odor, Rougned",596059,2023,138,157,4,23.6,".203",".355",".299","0.654","0.152",".247","2",".291","73.2",50,25,37.5,"7.6","90.1","19.9",38.6,6.9,5,71.3,28.8,83.5,27.1
"Schanuel, Nolan",694384,2024,519,607,13,17,".250",".362",".343","0.705","0.112",".285","9",".315","65.2",2.6,4.9,31.8,"6.6","86.1","10.3",36.4,3.5,4,62.1,21.5,89.5,14.4
"Realmuto, J.T.",592663,2023,489,540,20,25.6,".252",".452",".310","0.762","0.200",".307","9",".324","73.5",35.5,10.8,21.2,"7.6","89.8","16.7",36.2,11.2,7,70.7,30.6,81.4,26.2
"Remillard, Zach",621545,2023,147,160,1,30,".252",".320",".295","0.615","0.068",".367","1",".270","69.1",5.1,2.9,22.6,"7.1","85.7","11.9",23.3,1,1,64.3,26.7,74.8,33.8
"Batten, Matthew",676946,2023,120,139,2,21.6,".258",".358",".355","0.713","0.100",".330","1",".321","68.8",5.1,6.2,27.5,"7","85","15",28.6,1.1,2.2,51,30.7,77.3,27.4
"Gordon, Nick",624503,2024,260,275,8,24.4,".227",".369",".258","0.627","0.142",".271","1",".271","68.2",3.6,6.2,22.8,"7.3","86.1","6.5",34.7,6.1,3.1,78.6,42.4,76.4,32
"Giménez, Andrés",665926,2024,583,633,9,15.3,".252",".340",".298","0.638","0.088",".286","15",".281","68.3",6.9,5.9,24.3,"7","86.3","8.7",32.7,2.8,4.4,74.6,37.4,83.3,22.8
"Santander, Anthony",623993,2023,591,656,28,23.2,".257",".472",".325","0.797","0.215",".299","6",".340","72.9",31.6,13.6,22.8,"7.2","90.6","20.2",33,10.2,8.4,66.9,34.4,82.1,23.5
"Benintendi, Andrew",643217,2024,477,522,20,18.4,".229",".396",".289","0.685","0.167",".245","1",".298","68",1,7.3,31.9,"6.7","88","16.1",36.5,6.3,8.3,69.3,25.1,82.5,21.1
"Henderson, Gunnar",683002,2024,630,719,37,22.1,".281",".529",".364","0.893","0.248",".320","7",".381","76.3",64.5,17.9,25.2,"7.2","92.8","9.2",34.5,11.2,8.6,66.7,23.2,82.5,24.4
"Polanco, Jorge",593871,2024,416,468,16,29.3,".214",".356",".297","0.653","0.142",".275","4",".288","69.7",7.9,8.8,23.4,"7.2","88.3","17.8",35.9,8.9,5.3,66.3,24,77.4,28.1
"Hernández, Enrique",571771,2024,362,393,12,19.6,".229",".373",".281","0.654","0.144",".257","0",".285","71.7",19.4,9,26.5,"7.4","89.6","17.1",36,4.8,8,69,26.4,82.3,22.9
"Ahmed, Nick",605113,2024,210,228,2,22.4,".229",".295",".267","0.562","0.066",".287","1",".248","67.9",0.5,3.8,22.5,"7.3","84.9","13.4",29.7,3,6.1,69.6,36.1,76.5,26
"Mathias, Mark",664029,2023,62,72,0,20.8,".226",".258",".333","0.591","0.032",".298","0",".278","67",5.9,0,17.6,"7.1","83.6","1.3",25.5,0,0,63.5,17.8,77.7,29.8
"Rodríguez, Julio",677594,2023,654,714,32,24.5,".275",".485",".333","0.818","0.210",".330","11",".347","77.2",69.4,16.4,24.2,"8","92.7","8.5",31.8,11.9,7.3,72.1,37.4,83.3,28.3
"Smith, Will",669257,2023,464,554,19,16.1,".261",".438",".359","0.797","0.177",".277","15",".345","68.6",3,8.4,26.1,"7.2","89.3","15.6",37.5,6.7,9.3,67.9,25,83.8,19.5
"Nido, Tomás",621512,2024,130,140,4,25,".192",".315",".219","0.534","0.123",".226","0",".231","70.8",5.7,9.5,26,"8","89.8","14.1",36,12,12,79.1,41.7,74.1,35.9
"Bliss, Ryan",669208,2024,63,71,2,31,".222",".397",".290","0.687","0.175",".308","1",".300","70.6",4.5,8.9,22.3,"6.8","88.5","6.8",37.2,9.3,16.3,77.9,21,69.7,32.8
"Barnhart, Tucker",571466,2023,109,123,1,34.1,".202",".257",".285","0.542","0.055",".313","1",".250","67.3",0,3.2,22.6,"7.3","87","16.5",30.9,1.5,1.5,63.5,29.6,84.2,25.3
"Nevin, Tyler",663527,2024,245,278,7,23,".204",".331",".288","0.619","0.127",".243","5",".276","68.4",3.4,8.2,28.4,"7","89.8","10.7",37,8.7,7.1,69.1,25.9,80.5,25.6
"Santander, Anthony",623993,2024,595,665,44,19.4,".235",".506",".308","0.814","0.271",".225","7",".345","73.1",33.8,11.2,22.3,"7.2","89.8","22.7",35,11.7,9.1,67.8,33.8,84.6,20
"Ibáñez, Andy",628451,2023,356,383,11,18,".264",".433",".312","0.745","0.169",".300","1",".320","69.6",4.7,11.3,26.2,"7.1","89.1","12.9",33.2,9,4.8,70.4,35,87.2,22.6
"García, Adolis",666969,2023,555,632,39,27.7,".245",".508",".328","0.836","0.263",".280","6",".354","73.7",38.9,9.8,17.9,"7.9","92.1","15.7",36,16.1,8.5,71.5,29.3,76.5,31.6
"Bryant, Kris",592178,2024,133,155,2,31,".218",".301",".323","0.624","0.083",".321","8",".287","69.5",2.7,6.8,18.3,"7.9","85.1","18.5",39.5,4.7,3.5,66.5,31.2,76.2,36.9
"Kepler, Max",596146,2024,368,399,8,20.1,".253",".380",".302","0.682","0.127",".300","5",".298","71.4",19.4,10.7,25.6,"7.4","88.9","16.8",35.4,6.2,7.2,74.3,30.5,84.6,24.4
"Gorman, Nolan",669357,2023,406,464,27,31.9,".236",".478",".328","0.806","0.242",".296","3",".345","74",37.6,9.2,17.7,"7.5","91","22.2",38.8,16.5,7.3,72.9,27.7,72,35.6
"Franco, Wander",677551,2023,442,491,17,14.1,".281",".475",".344","0.819","0.194",".297","3",".349","71.8",20.1,14.2,30.2,"6.8","89.4","8.9",35,7.7,5,63.3,26.2,90.6,14.8
"McKinney, Billy",641856,2023,128,147,6,26.5,".227",".406",".320","0.726","0.179",".274","1",".315","71.3",13.3,6.7,18.1,"7.1","89.1","12.2",43.3,12.2,5.6,66.5,21.3,79,28.6
"Arraez, Luis",650333,2024,637,672,4,4.3,".314",".392",".346","0.738","0.078",".324","8",".323","63.1",0.2,4.4,43.3,"6","86.3","13.7",40.9,1.6,3.8,63,35.3,95,6.9
"Newman, Kevin",621028,2023,225,253,3,13.4,".253",".364",".311","0.675","0.111",".280","4",".296","66.9",0,10.3,30.8,"6.8","86.5","12",35.4,2.5,5.1,64.8,26.8,89.3,14.8
"Springer III, George",543807,2023,613,683,21,18.3,".258",".405",".327","0.732","0.147",".291","5",".320","72.7",24.5,9.3,21,"7.5","88.3","12",32.2,7.7,6.5,73.3,23.1,84.2,22.3
"Basabe, Osleivis",678545,2023,87,94,1,26.6,".218",".310",".277","0.587","0.092",".295","1",".262","70.7",11,9.3,22.7,"6.7","88.4","-2.3",29,3.2,6.5,75.6,34.8,81.6,24.9
"Ortiz, Joey",687401,2024,440,511,11,20.2,".239",".398",".329","0.727","0.159",".283","6",".319","73.4",35.2,10.8,23,"7.5","87.8","9.9",26.6,4.6,5.2,53.5,24.7,89.8,17.1
"Torrens, Luis",620443,2024,118,130,3,21.5,".229",".373",".292","0.665","0.144",".273","2",".292","71.4",10.4,9,25.9,"7.3","89.6","13.1",36.3,6.6,7.7,67.6,24.7,84.6,21.9
"Haniger, Mitch",571745,2023,211,229,6,28.4,".209",".365",".266","0.631","0.156",".270","2",".274","71.9",21.8,10,24.5,"7.2","91","15.9",36.7,10.9,7.5,64.1,25.4,80.8,27.8
"Harrison, Josh",543281,2023,103,114,2,17.5,".204",".291",".263","0.554","0.087",".229","6",".248","68.3",0,10,30,"7.4","86.6","10.7",30.6,2.4,4.7,67.7,30.9,78.9,21.9
"Hosmer, Eric",543333,2023,94,100,2,25,".234",".330",".280","0.610","0.096",".299","0",".269",,,,,,"85.1","3.4",23.2,5.8,0,65.7,38.4,79.1,23.6
"Bregman, Alex",608324,2024,581,634,26,13.6,".260",".453",".315","0.768","0.193",".264","5",".331","71.3",11.9,11.8,33.7,"7","89.1","18.2",34.9,6.4,7.4,65.6,23.6,91.3,12.8
"Wynns, Austin",642851,2023,130,145,1,26.9,".208",".277",".268","0.545","0.069",".286","2",".245","68.9",6.3,6.3,25,"7.1","86.7","14.4",27.4,2.1,3.2,65.3,28.5,75.8,27.8
"Estrada, Thairo",642731,2023,495,530,14,22.6,".271",".416",".315","0.731","0.145",".331","11",".316","70.3",13.2,9.7,27.8,"7.2","85.9","10.8",34.7,4.8,3.7,67.3,38,88.4,21.5
"McKinstry, Zach",656716,2023,464,518,9,21.8,".231",".351",".302","0.653","0.120",".284","5",".289","67.9",3.4,4.8,25.1,"6.9","87.2","17.8",37.1,7.6,5.9,68.1,27.1,87.3,20.5
"Tauchman, Mike",643565,2023,337,401,8,21.4,".252",".377",".362","0.739","0.125",".313","4",".330","68.4",4.3,9.5,28.9,"6.8","88.4","8.1",37.6,5.5,5.5,64.5,18.8,80.9,24.5
"Meneses, Joey",608841,2023,611,657,13,19.8,".275",".401",".321","0.722","0.126",".329","5",".314","69.7",11.5,10.8,32.3,"6.7","89.4","9.4",32.9,5.4,5,64.7,31.5,85.8,23.6
"Moreno, Gabriel",672515,2024,305,351,5,14.8,".266",".380",".353","0.733","0.114",".303","2",".325","70.7",13,12.1,29.2,"7","90","8.8",33.6,6.6,5.9,59.2,21.6,85,18.5
"Seager, Corey",608369,2024,475,533,30,18,".278",".512",".353","0.865","0.234",".291","3",".365","72.3",20.9,15.2,26.1,"6.6","92.1","13.5",38.6,15.2,9.7,79.5,27.8,86.5,23.4
"Wisely, Brett",689172,2024,252,272,4,23.9,".238",".345",".278","0.623","0.107",".301","2",".272","67.5",3.5,7.2,26,"6.8","86.8","16.2",29.7,5.2,3.6,67.1,30.9,85.6,22.5
"Fry, David",681807,2024,335,392,14,21.4,".263",".448",".356","0.804","0.185",".307","9",".347","70.5",9.3,9.8,23,"7.8","88.3","19.6",36.9,7.5,6.3,71,28,83.8,24.8
"Tena, José",677588,2024,161,168,3,24.4,".267",".354",".298","0.652","0.087",".342","0",".286","71.2",19.5,13.1,27.9,"6.9","91.2","7.6",30.8,8.3,4.2,67.3,32.9,83.3,24
"Farmer, Kyle",571657,2024,215,242,5,20.2,".214",".353",".293","0.646","0.139",".252","6",".285","66.7",1.7,7,30.4,"6.8","87.7","17.9",36.3,5.4,6,63.2,32.7,86.5,22
"Rosario, Eddie",592696,2024,297,319,10,24.1,".175",".316",".215","0.531","0.141",".196","0",".230","70.3",7.3,9.7,29.2,"7.2","91","14.3",27.9,5.3,10.6,71.9,35,78.5,27.5
"Taveras, Leody",665750,2024,480,529,12,21.2,".229",".352",".289","0.641","0.123",".272","0",".282","71.3",14.8,10.6,24.1,"7.5","89","14.7",31.5,5.9,5.3,69.5,29,81.8,26.2
"Diaz, Yainer",673237,2024,585,619,16,17.3,".299",".441",".325","0.766","0.142",".338","2",".329","72.5",23.6,13.3,26.6,"7.4","90.2","8.9",35,7.6,8.4,77.7,42.6,86.4,24
"Morel, Christopher",666624,2023,388,429,26,31,".247",".508",".313","0.821","0.261",".303","2",".347","75.7",56.2,12.7,20,"8","92.1","12.4",29.5,15.9,5,71.9,28.9,72,37
"Lee, Brooks",686797,2024,172,185,3,14.6,".221",".320",".265","0.585","0.099",".243","0",".252","69.3",4.7,6.5,29.7,"6.9","85.8","12.5",36.7,4.1,5.4,67.6,35.8,89.8,20.2
"Bader, Harrison",664056,2023,319,344,7,17.2,".232",".348",".274","0.622","0.116",".261","3",".271","70.8",14.8,8,27.8,"7.2","85.9","17.8",32.8,5.3,7.5,63.3,35.6,86.1,24.6
"Mendick, Danny",664901,2024,132,141,3,24.8,".197",".318",".243","0.561","0.121",".245","2",".247","66.9",0.9,4.1,25,"7","83.8","13.9",31.6,6.1,5.1,67.3,28,73.2,28.7
"Encarnacion-Strand, Christian",687952,2023,222,241,13,28.6,".270",".477",".328","0.805","0.207",".336","5",".346","73.4",32.9,10.8,21.7,"7.3","90.3","18.6",38.6,10.5,8.5,70.9,36.5,81.7,29.4
"Cabrera, Oswaldo",665828,2023,298,330,5,21.8,".211",".299",".275","0.574","0.088",".260","2",".256","70.2",5.8,5.4,22,"7.2","87.8","13.4",27.7,3.5,5.2,71.9,27.8,83.1,23.5
"Ramos, Henry",592656,2023,74,86,0,24.4,".243",".311",".349","0.660","0.068",".340","1",".303","70.5",8.3,4.2,8.3,"7.2","82.4","13.8",32.1,3.8,3.8,71.1,29.2,82.3,29.7
"Casas, Triston",671213,2024,212,243,13,31.7,".241",".462",".337","0.799","0.221",".311","1",".342","74.6",49.3,9.5,20.2,"7.7","90.2","10.5",35.6,13.3,7.4,65.8,23.1,74,32.2
"Rojas, Johan",679032,2024,338,363,3,19,".243",".322",".279","0.601","0.079",".297","4",".265","71.3",21.4,9.9,25.3,"7.2","85.7","4.8",22,2.5,3.6,61.8,35.5,81.4,22.7
"Miranda, Jose",669304,2023,142,152,3,15.8,".211",".303",".263","0.566","0.092",".235","1",".252",,,,,,"87.9","10.1",29.7,4.2,4.2,73,34.9,81.8,25.2
"Lowe, Nathaniel",663993,2024,486,565,16,22.1,".265",".401",".361","0.762","0.136",".324","4",".337","73.3",29.3,12.4,23,"7.3","88.9","7.7",32.6,5.8,6.8,62.8,23.5,87.7,20.6
"De La Cruz, Elly",682829,2023,388,427,13,33.7,".235",".410",".300","0.710","0.175",".336","2",".305","76.7",64.9,11.9,18.1,"7.5","91.2","3.6",30.5,8.5,4.5,60.7,32.8,79.8,29.7
"Malloy, Justyn-Henry",669234,2024,202,230,8,37,".203",".366",".291","0.657","0.163",".297","3",".291","69",4.7,6.8,18.2,"7","87.6","18.7",31.9,10.9,6.7,65,19.7,72.1,36.6
"Riley, Austin",663586,2024,425,469,19,25.2,".256",".461",".322","0.783","0.205",".310","5",".338","75.2",53.6,15.1,24.4,"7.5","93.3","15.9",37.2,14.9,8.4,72.1,28,81.3,27.5
"Lewis, Royce",668904,2024,292,325,16,22.8,".233",".452",".295","0.747","0.219",".251","0",".317","73.3",36.1,9.4,19.7,"7.7","87.1","16.8",36.3,11.2,5.4,72.8,33.3,80.6,27
"Gonzalez, Romy",663853,2023,93,97,3,37.1,".194",".376",".208","0.584","0.182",".273","0",".244",,,,,,"90.5","5",40.7,13.6,5.1,65.1,36.6,76.4,38.1
"Bellinger, Cody",641355,2023,499,556,26,15.6,".307",".525",".356","0.881","0.218",".319","5",".370","69.9",6.3,9.6,30.9,"7.6","87.9","17.2",38,6.1,5.4,67.8,31,85,20.1
"Isbel, Kyle",664728,2023,292,313,5,18.8,".240",".380",".282","0.662","0.140",".283","1",".286","71",9.3,11.3,33.9,"7.2","89.4","14.6",32.2,5.5,5.5,63.5,28.7,89,20.8
"Polanco, Jorge",593871,2023,302,343,14,25.7,".255",".454",".335","0.789","0.199",".310","2",".340","70.6",9.9,9.9,21.4,"7.3","88.4","21.6",39.6,13.8,5.5,66.6,28.4,84.5,24.9
"Machado, Manny",592518,2023,543,601,30,18.1,".258",".462",".319","0.781","0.204",".268","2",".334","76.7",66.3,15.6,23.6,"7.7","91","15",30.2,10.5,7.7,69.5,29.3,83.5,23.9
"McCormick, Chas",676801,2023,403,457,22,25.6,".273",".489",".353","0.842","0.216",".331","11",".362","71",10.1,9.6,20.8,"7.4","88","14.6",38.4,11.1,8.7,70.6,30.2,76.7,29.4
"McCann, James",543510,2024,214,233,8,24,".234",".388",".279","0.667","0.154",".273","2",".288","70.7",10.9,9.9,22.9,"6.9","87.4","14.4",38.9,8.6,9.3,69.6,33.4,81.5,27.6
"Swanson, Dansby",621020,2023,565,638,22,24.1,".244",".416",".328","0.744","0.172",".297","5",".325","71.5",9,8.8,23.1,"7.3","89.3","13",35.1,10.9,7.3,71.3,23.6,76.4,28.7
"Ramírez, José",608070,2023,611,691,24,10.6,".282",".475",".356","0.831","0.193",".285","1",".346","70.5",13,13.6,34.8,"7.2","90","18",36.8,7,6.3,67.2,28.2,91.2,15.6
"Bart, Joey",663698,2023,87,95,0,24.2,".207",".264",".263","0.527","0.057",".277","4",".239","73.6",38.5,23.1,30.8,"7.6","86.2","15.4",23.1,6.2,6.2,68.9,27.7,79.5,28.2
"Wong, Kolten",543939,2023,224,250,4,21.2,".183",".263",".256","0.519","0.080",".218","5",".236","70.3",5.2,6,27.6,"6.8","85.6","14",28.7,1.7,4,67.5,27.1,86.8,21.7
"Naylor, Josh",647304,2024,563,633,31,16.6,".243",".456",".320","0.776","0.213",".246","7",".332","72.9",32.7,12.7,27.3,"7.6","89.9","11.1",30.1,8.4,6.1,72.3,32.2,85.4,22.4
"Berti, Jon",542932,2023,388,424,7,18.2,".294",".405",".344","0.749","0.111",".349","2",".325","72.3",20.7,10.2,23.7,"7.4","85.4","2.4",29.7,4.7,3.5,65.6,21.4,87.5,19.9
"Greene, Riley",682985,2024,512,584,24,26.7,".262",".479",".348","0.827","0.217",".329","5",".355","74.7",45.7,12.6,22.8,"7.2","91.3","12.2",39.1,13.4,8.1,66.3,23.1,80.6,26.8
"Julien, Edouard",666397,2024,266,301,8,33.9,".199",".323",".292","0.615","0.124",".288","2",".278","71.9",17,9,20,"7.1","87.8","11.9",38.4,9.8,7.9,63.1,17.8,77.6,30.9
"Bell, Josh",605137,2024,538,603,19,19.9,".249",".405",".319","0.724","0.156",".286","6",".317","70.4",15,11.6,27.2,"7.9","88.9","10.5",31.4,7.6,6.2,73.4,27.4,81.2,26.8
"Buxton, Byron",621439,2024,355,388,18,25.5,".279",".524",".335","0.859","0.245",".338","11",".366","74.3",41.8,11.7,22,"8.1","91.7","19.8",39.5,13.2,8.5,76.3,32.6,77.5,32.1
"Yelich, Christian",592885,2024,270,315,11,18.4,".315",".504",".406","0.910","0.189",".366","2",".391","73.2",34.5,13.9,25.8,"7.5","91.1","5.2",32.2,7.9,8.9,69.9,24.9,84.7,23.1
"Urías, Luis",649966,2024,94,109,4,31.2,".191",".394",".303","0.697","0.203",".250","6",".309","68.3",4.9,7.4,21.6,"7.7","87.1","19.2",43.3,11.7,6.7,65.8,28.2,80.4,23.1
"Blackmon, Charlie",453568,2024,449,499,12,17.2,".256",".412",".329","0.741","0.156",".293","6",".323","67.4",2.4,5.4,23.8,"7.1","84.8","16.3",34.1,5.2,4.4,66.2,29.5,86.4,19.2
"Bride, Jonah",681146,2023,88,106,0,20.8,".170",".205",".286","0.491","0.035",".221","4",".237","69.4",9.8,9.8,37.7,"7.3","89","4.1",34.8,4.3,11.6,49,18.5,85.2,17.4
"Lowe, Josh",666139,2023,466,501,20,24.8,".292",".500",".335","0.835","0.208",".357","1",".354","73.9",40.7,11.1,21.4,"7.2","89.1","14.3",36.2,11,4.1,73.3,35.7,78,30.2
"McMahon, Ryan",641857,2024,567,645,20,28.7,".242",".397",".325","0.722","0.155",".320","3",".315","72.5",26.3,11.7,22.4,"7.2","92.1","10",36.5,10.9,7,65.6,26.5,77.6,30
"Dahl, David",621311,2024,58,62,3,33.9,".207",".397",".242","0.639","0.190",".257","0",".273","68.1",0,4,20.8,"7.2","87.1","12.7",36.8,7.9,13.2,75.8,36.3,78,33.3
"Turner, Trea",607208,2023,639,691,26,21.7,".266",".459",".320","0.779","0.193",".310","6",".333","72.4",27,11.8,25.6,"7.6","89.9","13",36.1,8.4,6.9,74.2,35.3,82.2,29.6
"Frelick, Sal",686217,2023,191,223,3,16.6,".246",".351",".341","0.692","0.105",".286","1",".309","67.1",2.7,6.8,26.2,"7","83.3","8.1",29.3,2.5,2.5,58.2,29,90.2,14.6
"Cordero, Franchy",614173,2023,69,71,6,35.2,".188",".478",".211","0.689","0.290",".184","0",".286","78.1",73.3,13.3,20,"7.7","91.4","8.8",31.8,15.9,6.8,67.2,31.9,70.5,38.1
