"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","fast_swing_rate","blasts_swing","squared_up_swing","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Brown, Seth",664913,2024,372,400,14,28,".231",".379",".282","0.661","0.148",".291","2",".289","73.3",28.2,10.5,22.5,"7.2","90","14.6",35.2,8.4,6.9,75.2,30.3,83.3,29.1
"Schwarber, Kyle",656941,2024,573,692,38,28.5,".248",".485",".366","0.851","0.237",".301","5",".366","77.5",78,16.5,23.3,"7.7","93.6","15",31.8,15.6,7.3,60.6,20.9,76.3,32
"Friedl Jr., TJ",670770,2024,297,341,13,15.2,".226",".380",".310","0.690","0.154",".229","12",".305","70.5",7.8,8.4,29.1,"6.8","86","16.7",29.9,3.2,5.6,61.8,24,88.5,17.9
"Haniger, Mitch",571745,2024,380,423,12,29.8,".208",".334",".286","0.620","0.126",".276","2",".277","72.9",26.1,11.5,24.2,"7.1","90.6","13.7",31,9,8.2,63.5,24,76.5,32.3
"Winker, Jesse",608385,2024,430,508,14,20.9,".253",".405",".360","0.765","0.152",".304","10",".338","69.5",7.4,9.4,26.7,"7.3","88.6","14",30.1,7.6,3.3,64.7,19,84.9,19.6
"Martinez, J.D.",502110,2023,432,479,33,31.1,".271",".572",".321","0.893","0.301",".324","2",".369","72.9",27.7,11.2,23.9,"8.5","93.4","16.9",41.1,17.1,11.3,75.4,32.1,76.5,34.4
"Muncy, Max",571970,2023,482,579,36,26.4,".212",".475",".333","0.808","0.263",".221","6",".344","71.3",14.9,10.8,25.2,"7.1","91.2","21.7",33.7,14.6,8.4,57.2,23.5,79.2,29.6
"Slater, Austin",596103,2024,177,212,2,28.3,".209",".266",".321","0.587","0.057",".294","5",".273","71.9",20.7,7.4,21.1,"6.8","88.2","7.2",37.2,3.3,6.6,66.2,18.6,73.9,29.8
"Madrigal, Nick",663611,2023,270,294,2,8.2,".263",".352",".311","0.663","0.089",".283","9",".294","66",2.5,6.2,46.9,"6.4","86.2","3.7",29.9,0.8,2,59.5,29.6,95.7,9.4
"Thomas, Alek",677950,2023,374,402,9,21.4,".230",".374",".273","0.647","0.144",".273","4",".278","70",6.4,12,31.5,"6.8","88.9","2.2",28.3,5.1,6.8,63.7,33.6,86.3,25.2
"Smith, Dominic",642086,2024,275,307,6,24.8,".233",".378",".313","0.691","0.145",".301","4",".306","68.8",2.5,8.3,29.4,"7","89.3","13",37.7,10.6,7,65.1,27,80.8,25.3
"Walsh, Jared",665120,2024,53,60,1,35,".226",".321",".317","0.638","0.095",".355","0",".289","75",50.8,6.8,15.3,"7.6","84.2","21.5",40.6,9.4,3.1,61.9,20.3,66.3,41.3
"Vargas, Miguel",678246,2023,256,304,7,20.1,".195",".367",".305","0.672","0.172",".224","4",".295",,,,,,"86.8","16.6",32,6,7.5,68.2,20.8,82.6,22.3
"Hedges, Austin",595978,2023,185,212,1,22.2,".184",".227",".234","0.461","0.043",".236","2",".209","68.2",1.6,6.3,20.6,"7.1","87.2","15.4",29.1,0.7,4,72,33.2,79.6,28
"Wilson Jr., Jacob",805779,2024,92,103,0,9.7,".250",".315",".314","0.629","0.065",".277","1",".281","63.5",0.7,1.4,39.7,"6.2","85.4","9.5",26.2,0,0,65.4,36.8,92.2,12.7
"Pham, Tommy",502054,2023,426,481,16,22,".256",".446",".328","0.774","0.190",".300","2",".332","73.8",41.9,16.5,30.8,"6.9","92.3","5.7",34.4,10.7,7.1,60.6,20.6,86,23.6
"Abreu, José",547989,2023,540,594,18,21.9,".237",".383",".296","0.679","0.146",".276","6",".295","74",41.6,11.8,20.5,"7.4","89","10.8",32.5,8.7,4.6,65.2,36.3,82.1,26.4
"Aranda, Jonathan",666018,2023,87,103,2,30.1,".230",".368",".340","0.708","0.138",".327","2",".312","71.3",18.6,6.4,19.2,"7.5","89","8.4",26.3,5.3,5.3,59.4,31.4,78,29.6
"Lee, Korey",686676,2024,377,394,12,31,".210",".347",".244","0.591","0.137",".276","0",".257","71.4",14.1,9.1,19.4,"7.2","88.3","9.6",34.1,7.5,4.7,80.2,35.3,71,37.1
"Wiemer Jr., Joey",686894,2023,367,410,13,28.3,".204",".362",".283","0.645","0.158",".258","5",".284","71.7",21.4,9.5,24.4,"7.4","89.3","10.5",28.9,9.1,4.3,65.9,29.1,74.9,33.6
"Fermin, Freddy",666023,2024,339,368,6,17.9,".271",".366",".319","0.685","0.095",".319","2",".300","70.8",9.8,8.9,26.3,"7.5","88.2","11.1",29.2,3.2,4,72.4,30.8,87.1,23
"Robert Jr., Luis",673357,2024,393,425,14,33.2,".224",".379",".278","0.657","0.155",".310","2",".285","74.5",47.6,10.5,19,"7.7","90.1","13.5",35.6,9.9,5.1,72.7,35.9,76.6,36.1
"Smith, Pavin",656976,2024,137,158,9,19.6,".270",".547",".348","0.895","0.277",".280","0",".377","73",32.1,16,32.5,"7.4","90.2","13.1",34.9,14.7,2.8,59.3,17.9,85.9,21.5
"Taylor, Tyrone",621438,2024,319,345,7,23.2,".248",".401",".299","0.700","0.153",".309","5",".304","70.5",6.8,11.3,27.1,"7.6","87.3","16.8",34.9,7.1,7.5,66.2,32.4,88,22.2
"Alfaro, Jorge",595751,2023,48,52,1,28.8,".146",".292",".212","0.504","0.146",".188","2",".223","76.1",69.6,17.4,17.4,"7.4","88.9","-6.1",18.2,6.1,6.1,79.7,46.9,90.5,31.5
"Wade, Tyler",642180,2024,138,156,0,18.6,".217",".239",".285","0.524","0.022",".275","2",".242","66.1",1.6,3.8,31.3,"6.7","83.7","14.5",38.1,1.8,2.7,62.4,25.7,86.4,20.8
"Encarnacion, Jerar",666464,2024,113,119,5,28.6,".248",".425",".277","0.702","0.177",".307","0",".301","77",68.5,18.8,23,"7.8","95","6.7",37.5,15,11.3,60.7,34.8,81.4,28.7
"Jiménez, Eloy",650391,2023,456,489,18,19,".272",".441",".317","0.758","0.169",".305","1",".325","75.2",51.9,15.3,27.3,"7.3","90.9","5.7",26,9.3,5.2,71.3,36.6,81.9,29.7
"Jackson, Alex",656577,2024,139,155,3,34.2,".122",".237",".201","0.438","0.115",".167","2",".200","74.4",46.9,6.6,15.4,"7.5","86.7","20.2",21.6,9.1,1.1,71.9,36.4,69.6,39.7
"Sánchez, Gary",596142,2024,245,280,11,27.1,".220",".392",".307","0.699","0.172",".267","5",".307","73.1",31.8,11.4,25.4,"7.4","90","16.2",31.4,10.5,7.6,55.1,26.9,79.1,30.4
"Araúz, Jonathan",660620,2023,59,66,3,27.3,".136",".288",".203","0.491","0.152",".132","0",".217","71.9",17.6,7.4,21.3,"7.6","86.7","16.5",25.6,7,0,57.1,32.1,76.3,29.8
"Marte, Starling",516782,2023,315,341,5,20.2,".248",".324",".301","0.625","0.076",".303","8",".278","70.6",12.5,0,4.2,"7.5","88.2","6.3",30.6,5.6,5.6,71.5,37.4,81.9,27.8
"Caballero, José",676609,2023,231,280,4,23.6,".221",".320",".343","0.663","0.099",".285","17",".305","69.3",19.1,2.8,20.6,"6.7","83.3","21.5",33.1,3.6,4.1,57.5,29,84,23.2
"Senzel, Nick",669222,2023,301,330,13,22.4,".236",".399",".297","0.696","0.163",".269","1",".302","69.5",2.5,11,28.8,"7.6","87.4","15.2",29.3,4.8,5.7,70.8,26.6,83.8,21.6
"Trejo, Alan",676701,2024,63,67,0,22.4,".143",".143",".182","0.325","0.000",".188","1",".152","66",2.1,5.2,33,"7.1","86.5","13.4",26.5,2,4.1,78.8,39.3,82.9,25.8
"Judge, Aaron",592450,2024,559,704,58,24.3,".322",".701",".458","1.159","0.379",".367","9",".476","77.1",74.8,18.4,24.2,"8.2","96.2","19",40.8,26.9,8.5,67.4,18.7,77.3,30.7
"Duran, Jarren",680776,2023,332,362,8,24.9,".295",".482",".346","0.828","0.187",".381","3",".354","73.4",34.7,12.1,25.6,"7.7","89.9","10.7",32,5.3,9.8,73.2,30.1,85.7,24.6
"Turang, Brice",668930,2024,559,619,7,17,".254",".349",".316","0.665","0.095",".300","2",".294","66.2",3.3,5.3,29.2,"6.1","87","6.1",32,2.4,2.6,64.4,28.4,88.4,13.8
"McCutchen, Andrew",457705,2023,390,473,12,21.1,".256",".397",".378","0.775","0.141",".312","4",".345","71.8",16.6,12.3,22.5,"7.4","89.6","12.3",33.7,6.8,7.8,64.4,18.6,80.1,27.4
"Ahmed, Nick",605113,2023,198,210,2,24.8,".212",".303",".257","0.560","0.091",".278","0",".247","69.7",13,9.3,25.9,"7.3","85.2","12.8",32.9,2.7,6.8,66.6,33.6,77.9,26.9
"Soto, Juan",665742,2024,576,713,41,16.7,".288",".569",".419","0.988","0.281",".298","4",".421","75.4",59.2,20.5,31.9,"7.3","94.2","10.7",35.4,19.7,6.3,59,18.3,84.3,21.5
"Flores, Wilmer",527038,2023,405,454,23,13.9,".284",".509",".355","0.864","0.225",".286","5",".368","67.5",2.7,8.9,30.3,"7.1","86.4","22",36.2,7.8,6.7,62.7,28.2,88.4,15.8
"Schneider, Davis",676914,2023,116,141,8,30.5,".276",".603",".404","1.007","0.327",".369","4",".424","69.3",2.5,10,26,"6.9","89.5","26",49.3,17.8,11,65,15.7,67.8,37.3
"LeMahieu, DJ",518934,2023,497,562,15,22.2,".243",".390",".327","0.717","0.147",".295","3",".315","68.2",4.2,11.7,29.9,"7.3","89.6","3.8",31.6,5.9,6.4,54.4,23.1,87,19.7
"Albies, Ozzie",645277,2023,596,660,33,16.2,".280",".513",".336","0.849","0.233",".289","8",".358","70",10.9,9.1,25.2,"7.3","88.7","16.6",37.4,8.2,10.5,77.8,35.1,86.6,20.6
"Profar, Jurickson",595777,2023,459,521,9,17.3,".242",".368",".321","0.689","0.126",".279","6",".304","71",19.7,9.2,28.5,"7.3","86.5","14.8",37.7,4,5.1,68.8,25.1,87.6,20
"Harper, Bryce",547180,2023,457,546,21,21.8,".293",".499",".401","0.900","0.206",".352","5",".384","75.5",55,17.3,23.8,"7.4","91.8","9.1",36.8,15.2,6.7,77.9,33.4,78.6,33.5
"Hilliard, Sam",656541,2023,72,78,3,42.3,".236",".431",".295","0.726","0.195",".389","0",".312","72.9",0,0,25,"7.1","92.4","20.3",33.3,7.7,10.3,61.3,24.2,65,41.9
"Ramírez, Harold",623912,2023,400,434,12,18.2,".313",".460",".353","0.813","0.147",".359","6",".349","72.3",30.2,12.3,24,"7.3","89.1","6.1",29.4,4.6,6.4,71.9,43.7,82.4,28.1
"Alexander, Blaze",677942,2024,166,185,3,26.5,".247",".343",".321","0.664","0.096",".333","3",".298","73.1",30.4,8.1,19.9,"7.3","88.5","8.5",22.9,3.4,5.9,75.2,29.2,81.2,29.6
"Massey, Michael",686681,2024,332,356,14,15.7,".259",".449",".294","0.743","0.190",".271","3",".317","70.9",8.8,10.1,30.3,"7.2","89.2","16.8",34.4,7.1,7.1,67.3,37.4,91.3,17.9
"Miranda, Jose",669304,2024,401,429,9,15.4,".284",".441",".322","0.763","0.157",".318","6",".328","71",15.6,10.8,29,"7.6","88.9","15.5",33.9,5.9,7.7,70.9,35.6,87.4,22.5
"Story, Trevor",596115,2024,94,106,2,31.1,".255",".394",".340","0.734","0.139",".373","1",".318","68.8",8.1,7.3,16.1,"7.2","86.1","18.6",37.7,6.6,3.3,70.1,34.9,82.9,30.3
"Marchán, Rafael",665561,2024,51,56,3,14.3,".294",".549",".345","0.894","0.255",".300","1",".382","65.6",0,6.5,36.4,"7.4","86.2","16.7",47.7,9.1,0,62.4,25.6,91.2,15.6
"Luciano, Marco",682617,2024,76,81,0,34.6,".211",".303",".259","0.562","0.092",".333","0",".248","73.7",40.7,10.2,21.2,"7.1","87.9","12.4",41.7,6.3,14.6,65.1,14.7,78.9,30.1
"Yepez, Juan",660766,2024,226,249,6,16.9,".283",".429",".335","0.764","0.146",".320","1",".331","70.5",11.6,8.8,24.1,"7.3","86.6","8.5",30.3,5.9,5.3,70.9,32.5,84.4,22.1
"Steer, Spencer",668715,2024,574,656,20,20.9,".225",".402",".319","0.721","0.177",".260","8",".316","71.6",13.6,10,25.6,"7.4","88","17.4",34.2,6.4,7.7,64.8,24.8,86.6,23.1
"Joe, Connor",656582,2024,364,416,9,21.9,".228",".368",".320","0.688","0.140",".278","6",".305","72.1",23.9,9.7,21.4,"7.4","85.3","16.3",30.9,4.7,3.3,63.8,21.9,81.6,25.7
"Bader, Harrison",664056,2024,402,437,12,21.7,".236",".373",".284","0.657","0.137",".276","8",".285","71.2",19.9,10.2,25.8,"7.1","87.2","11.9",33.9,6.4,4.5,59.8,33.6,85.8,24.5
"Madrigal, Nick",663611,2024,86,94,0,10.6,".221",".256",".280","0.536","0.035",".250","3",".245","65.4",2.2,2.2,30.2,"6.5","85.1","3.4",27.3,0,0,67,33.5,94.1,11.2
"Frelick, Sal",686217,2024,475,524,2,14.9,".259",".335",".320","0.655","0.076",".306","4",".292","66.3",2.5,5.1,31.7,"6.9","83.4","9.7",30,0.8,3.5,57,25.8,91.2,12.9
"Hensley, David",682073,2024,52,58,1,29.3,".212",".288",".293","0.581","0.076",".294","0",".265","70.6",10.7,10.7,25.3,"6.8","84","-7.7",20,2.9,2.9,48.7,20.3,78.9,32.1
"Schuemann, Max",680474,2024,396,459,7,25.9,".220",".308",".311","0.619","0.088",".292","7",".281","68.3",2.1,6.5,28.4,"6.7","89","16.6",39.5,5.6,7,62.8,21.4,77,28.5
"Caballero, José",676609,2024,441,483,9,27.5,".227",".347",".283","0.630","0.120",".301","9",".277","69.7",15.6,6.5,20.6,"7","83.7","15.9",33.8,5.1,4.8,66.7,35,81.3,28.9
"Betts, Mookie",605141,2023,584,693,39,15.4,".307",".579",".408","0.987","0.272",".316","8",".416","71.3",20.7,13.7,38.2,"7.2","92.4","20.6",42.5,12.4,11.2,60.3,16.6,91.8,16.7
"Crawford, J.P.",641487,2023,534,638,19,19.6,".266",".438",".380","0.818","0.172",".314","5",".359","71.9",23.3,10.5,26.1,"7.6","88.3","15.1",35.3,4.8,6.5,58.4,18.6,87,18.6
"Schoop, Jonathan",570731,2023,136,151,0,24.5,".213",".272",".278","0.550","0.059",".287","0",".249",,,,,,"89.4","11.2",32.7,4,8.9,74.8,32.3,79.4,29.2
"Vaughn, Andrew",683734,2023,566,615,21,21,".258",".429",".314","0.743","0.171",".299","11",".321","70.2",10.4,14.6,27.5,"7.6","90.6","11.2",30.3,8.4,7.3,64.8,31.7,86.6,24.1
"Buxton, Byron",621439,2023,304,347,17,31.4,".207",".438",".294","0.732","0.231",".253","4",".311","76.2",64.9,9.6,17,"8","91.5","20.1",33.2,14.6,8.5,72.7,27.9,79.4,30.6
"Yastrzemski, Mike",573262,2023,330,381,15,26,".233",".445",".330","0.775","0.212",".286","3",".333","70.6",8,8,19,"7.4","90","19.6",35,9.8,11.5,62.5,20.2,82.3,23.6
"Thomas, Lane",657041,2023,628,682,28,25.8,".268",".468",".315","0.783","0.200",".325","11",".334","71.7",17.1,12.6,31.4,"6.9","88.5","10.8",36.8,9.6,6.5,61.1,27.2,87.4,23
"Baddoo, Akil",668731,2024,73,82,2,32.9,".137",".301",".220","0.521","0.164",".178","0",".230","71.7",29.5,12.1,25,"7.5","91.1","21",25.5,12.8,6.4,65.6,30.4,73.3,34.6
"Peña, Jeremy",665161,2024,602,650,15,17.1,".266",".394",".308","0.702","0.128",".301","14",".305","72.6",22.5,11.3,25.5,"7.6","88.2","7.5",29.2,5.4,5.4,72.9,36.9,87.3,24.9
"Harris II, Michael",671739,2024,440,470,16,20,".264",".418",".304","0.722","0.154",".300","4",".312","74.7",48,15,23.5,"8.1","90.5","7.5",33.5,10,8.3,69.7,39.6,81.5,25.1
"Mervis, Matt",670223,2023,90,99,3,32.3,".167",".289",".242","0.531","0.122",".218","1",".239",,,,,,"91","8.4",36.2,13.8,10.3,72.6,28.4,76.7,33.3
"Adell, Jo",666176,2024,405,451,20,27.9,".207",".402",".280","0.682","0.195",".244","7",".296","76.7",65.9,11,18.2,"7.6","89.8","15.9",30.5,11.7,7.4,71.5,29.7,78.9,29.8
"Phillips, Brett",621433,2023,63,71,3,50.7,".175",".333",".268","0.601","0.158",".333","0",".268","68.1",0,4.1,12.2,"6.7","86.7","18.2",29.6,7.4,11.1,68.5,20.3,60.2,47.1
"Melendez Jr., MJ",669004,2024,412,451,17,25.1,".206",".400",".273","0.673","0.194",".241","3",".292","72.8",32.7,10.8,21.2,"7.7","91.1","14.6",29.1,8.4,9,77.8,28.4,75.7,29.5
"Cruz, Oneil",665833,2024,541,599,21,30.2,".259",".449",".324","0.773","0.190",".347","3",".331","78.6",75.6,16.6,22.9,"7.7","95.5","9.8",32.1,15.7,4.7,63,31.7,76,34.1
"Marisnick, Jake",545350,2023,76,83,2,25.3,".237",".408",".280","0.688","0.171",".296","2",".294","70.4",10,10,20,"7.5","88.5","21.9",31.6,5.3,8.8,76.6,31.5,77.6,27.8
"Riley, Austin",663586,2023,636,715,37,24.1,".281",".516",".345","0.861","0.235",".324","9",".363","76.2",65.1,13.9,22.1,"7.5","92.3","13.5",35.2,13.9,7.8,69.9,27.3,79.1,27.8
"Hernaiz, Darell",687231,2024,120,135,1,20,".192",".242",".261","0.503","0.050",".234","1",".230","68.6",4.1,10.4,29,"7.1","87.1","10.8",30.2,1,2.1,65.2,25.9,82.8,24.9
"McCann, James",543510,2023,207,226,6,25.2,".222",".377",".269","0.646","0.155",".274","5",".279","70.4",11.2,11.7,21.8,"7.2","89.8","16.6",37.4,7.1,9,70,38.6,81.6,31.4
"Myers, Wil",571976,2023,127,141,3,34,".189",".283",".257","0.540","0.094",".273","0",".243",,,,,,"87.6","11",29.6,6.2,2.5,56.2,29.7,68.6,36.8
"Heim, Jonah",641680,2024,459,491,13,18.3,".220",".336",".267","0.603","0.116",".246","4",".265","70.2",9.7,9,27.7,"7.4","88.5","14.5",29.9,5.9,5.9,76.3,32.1,85.6,20.7
"Bauers, Jake",641343,2024,302,346,12,34.1,".199",".361",".301","0.662","0.162",".279","5",".294","73.8",30.8,8.2,17.6,"7.5","89.4","22.6",38.6,10.3,9.2,68.7,19.7,79.2,29.1
"Smith, Pavin",656976,2023,191,228,7,19.7,".188",".325",".317","0.642","0.137",".209","1",".293","72.7",11.8,5.9,17.6,"7.5","89.9","13.8",34.9,7.5,7.5,58.1,23.2,89.8,20.1
"Robert Jr., Luis",673357,2023,546,595,38,28.9,".264",".542",".315","0.857","0.278",".314","12",".358","75.9",62.6,10.7,17.2,"8","89.1","16.1",38,15.4,5.6,78.1,40.5,78.6,33.5
"Hedges, Austin",595978,2024,132,146,2,34.2,".152",".220",".203","0.423","0.068",".220","3",".191","69.8",5,4.5,22.2,"7.4","84.8","21.4",24.1,1.1,5.7,76,29,74.7,32.9
"Albies, Ozzie",645277,2024,399,435,10,14.9,".251",".404",".303","0.707","0.153",".274","5",".307","69.1",7.5,6.6,26.9,"7.2","88.4","18.4",33.4,6.2,4.7,82.6,33.6,84.4,20.5
"Clase, Jonatan",682729,2024,61,66,1,25.8,".246",".328",".303","0.631","0.082",".326","2",".283","70.6",15.3,3.6,20.7,"6.8","87.9","15.1",27.3,0,6.8,73.4,29.5,79.8,25.2
"Murphy, Sean",669221,2024,233,264,10,25.4,".193",".352",".284","0.636","0.159",".223","3",".281","73.3",39,10,22.7,"7.9","88","10.5",25.7,9.6,4.2,62.4,27.9,78.9,28.4
"Encarnacion-Strand, Christian",687952,2024,116,123,2,28.5,".190",".293",".220","0.513","0.103",".247","1",".223","71.3",15.6,9.6,22.2,"7.2","87.8","15.5",27.7,8.4,4.8,72.1,40.5,84.8,29.4
"Fletcher, David",664058,2023,89,97,2,9.3,".247",".326",".302","0.628","0.079",".256","0",".276","64.8",0,7.4,29.4,"6.6","83.3","9.3",32.1,0,1.2,66.7,31.3,89,16.4
"Vosler, Jason",613564,2023,62,65,3,38.5,".161",".371",".200","0.571","0.210",".206","0",".241",,,,,,"86","25.8",29.7,8.1,10.8,71.1,28.2,68.9,37.7
"Grichuk, Randal",545341,2024,254,279,12,16.5,".291",".528",".348","0.876","0.237",".313","3",".373","73.7",35.4,15.2,27.9,"7.7","90.6","17.3",34.3,11,7.6,67.6,28.6,88.7,20.4
"Neto, Zach",687263,2024,542,602,23,23.3,".249",".443",".318","0.761","0.194",".295","16",".330","71",14.7,10.4,25.4,"7.1","88.5","12.3",29,8.4,8.4,67.9,31.3,81.7,27.1
"Massey, Michael",686681,2023,428,461,15,21.5,".229",".381",".274","0.655","0.152",".261","4",".283","70.8",9.4,9.7,26.1,"7.2","88.6","19.7",38,7.8,7.5,72.5,32.3,85.9,22.4
"Soler, Jorge",624585,2023,504,580,36,24.3,".250",".512",".341","0.853","0.262",".272","6",".361","75.8",61.5,15.1,23.1,"7.8","91.3","17.8",36.5,15,10.4,66.7,25.6,80.5,27.6
"Calhoun, Willie",641432,2023,134,149,5,13.4,".239",".403",".309","0.712","0.164",".245","0",".307",,,,,,"90.7","11.9",35.7,3.5,7.8,57.4,22.5,89.9,15.7
"Wisdom, Patrick",621550,2023,268,302,23,36.8,".205",".500",".289","0.789","0.295",".237","2",".333","76.6",72,16.7,24.2,"8","92.7","21.7",33.3,20.1,4.4,69.9,24.1,73.2,33.8
"Devers, Rafael",646240,2023,580,656,33,19.2,".271",".500",".351","0.851","0.229",".292","11",".359","73.4",34.2,15.9,24.3,"7.5","93.1","12.4",30,12.7,8.5,77.1,32.5,76,26.1
"Kwan, Steven",680757,2024,480,540,14,9.4,".292",".425",".368","0.793","0.133",".304","5",".349","64.4",0.4,5.8,38.6,"6.5","86.3","14.9",38.5,2.6,5.3,57.6,19.2,95.3,8.2
"Noda, Ryan",676116,2024,95,111,1,33.3,".137",".211",".255","0.466","0.074",".211","1",".223","72.3",26.4,9.3,17.1,"7.6","86.2","16",23.7,5.1,10.2,62.5,20,73.5,33.8
"Altuve, Jose",514888,2024,628,682,20,17.4,".295",".439",".350","0.789","0.144",".337","7",".344","69.4",13,7.1,26.1,"7.8","86.5","14.1",35.4,6.5,3.9,68.6,37.3,86.5,22.1
"Fry, David",681807,2023,101,113,4,26.5,".238",".416",".319","0.735","0.178",".299","4",".321","70.8",8.3,9.2,22.5,"7.8","89.5","16.5",40.8,12.7,8.5,74.3,38.5,76.5,27.9
"Grichuk, Randal",545341,2023,434,471,16,20.4,".267",".459",".321","0.780","0.192",".309","6",".333","74.5",49.8,15.2,25,"7.6","89.6","14",35,7.1,8.8,67,34.9,85.7,26.7
"Arias, Gabriel",672356,2024,153,161,3,32.9,".222",".353",".255","0.608","0.131",".316","1",".263","74.5",47.5,8.8,15.6,"7.6","89.7","5.6",35.6,7.9,6.9,80.1,40.1,70.1,38.4
"Rivera, Emmanuel",656896,2023,257,283,4,19.8,".261",".358",".314","0.672","0.097",".313","0",".295","69.5",6.9,8.1,28.9,"6.9","90.7","11.2",35.6,5.9,7.8,68.6,27.1,83.7,26.7
"Higashioka, Kyle",543309,2023,242,260,10,28.5,".236",".413",".274","0.687","0.177",".292","0",".293","72.5",24.9,9.7,24.3,"7.5","90.1","15.5",36.6,11,7.6,67.1,31,80.7,28.6
"Edman, Tommy",669242,2023,479,528,13,15.9,".248",".399",".307","0.706","0.151",".275","7",".306","70.8",15.9,12.9,32,"6.9","89.1","7.5",27.9,5,5.7,61.9,28.6,91.8,16.1
"Bell, Josh",605137,2023,547,617,22,21.7,".247",".419",".325","0.744","0.172",".287","2",".323","72.3",29.1,11.7,23.8,"8.1","90.1","9.3",31.3,10.1,5.3,70.8,27.8,82.8,25.8
"Carpenter, Matt",572761,2023,188,237,5,28.3,".176",".319",".322","0.641","0.143",".231","2",".293","69.1",7.1,5.4,14.3,"8.1","87","24.4",35.7,11.1,4.8,60.4,21.1,81.1,28.3
"Meyers, Jake",676694,2023,309,341,10,25.8,".227",".382",".296","0.678","0.155",".283","5",".297","69.2",9,6.5,24.5,"7.1","86","13.9",34.7,6.3,6.8,69.4,26.8,81.5,27
"McMahon, Ryan",641857,2023,555,627,23,31.6,".240",".431",".322","0.753","0.191",".326","1",".325","72.2",23.1,9.4,17.3,"7.3","90.8","9.7",39.4,11.4,6.4,67.6,25.4,73.6,32.3
"Conforto, Michael",624424,2024,438,488,20,24.2,".237",".450",".309","0.759","0.213",".277","5",".327","74.1",42.9,13.4,25.3,"7.4","90.2","14.8",33.7,11.8,9,65.4,24.5,82,25.2
"Melendez Jr., MJ",669004,2023,533,602,16,28.2,".235",".398",".316","0.714","0.163",".311","3",".310","72.1",21.4,12.8,27.2,"7.7","93.2","16.9",34.6,11.4,8.2,69.3,26.8,72.5,34.4
"Peralta, David",444482,2024,236,260,8,20.8,".267",".415",".335","0.750","0.148",".316","2",".329","71.4",19.3,9.6,24.4,"7.2","88.1","8.9",36.8,5.5,4.9,70.6,32.6,83.1,28.1
"Lopez, Otto",672640,2024,403,434,6,17.3,".270",".377",".313","0.690","0.107",".318","1",".302","70.7",14,11.2,30,"6.6","88","5.4",30.4,5.1,4.8,70.4,32,87.1,21.9
"Raley, Luke",670042,2023,357,406,19,31.5,".249",".490",".333","0.823","0.241",".330","18",".353","75.7",60.4,9.9,15.2,"7.4","91.1","17.3",29.3,12.9,5.2,74.8,31.3,72.6,38.9
"Grossman, Robbie",543257,2024,208,245,3,23.7,".212",".293",".322","0.615","0.081",".275","1",".283","67.5",2.2,5.6,28.8,"6.5","86.3","13.3",30.3,3.3,4.6,57,15.7,82.3,22.7
"Neto, Zach",687263,2023,289,329,9,23.4,".225",".377",".308","0.685","0.152",".272","16",".302","69.3",6.6,7.5,23,"7.2","89.1","14.5",33.8,8.8,7.4,69.8,25.2,79.5,28.7
"Arozarena, Randy",668227,2024,549,648,20,26.1,".219",".388",".332","0.720","0.169",".275","22",".320","72.7",33.4,11.6,24.1,"7.4","90.4","13.2",28.4,8.3,7,59.5,24.3,75,29.7
"Martinez, J.D.",502110,2024,434,495,16,28.5,".235",".406",".320","0.726","0.171",".308","6",".318","72.9",28.5,9.9,20,"8.4","91","14.4",39.3,14.9,4.4,69,29.7,81.9,31.5
"Jones, Nolan",666134,2023,367,424,20,29.7,".297",".542",".389","0.931","0.245",".401","3",".395","72.4",27.6,10.8,19.1,"6.8","90.1","9.8",34.7,15.7,3.7,57.5,26.1,71.5,31.9
"Dixon, Brandon",641525,2023,79,86,2,36,".203",".329",".244","0.573","0.126",".292","4",".249","75.9",69.2,0,0,"7.6","87","16.5",32,8,4,60.2,36.2,76.3,34.9
"Dubón, Mauricio",643289,2023,467,492,10,14.2,".278",".411",".309","0.720","0.133",".308","3",".311","69.8",12.1,8.6,28.4,"7.6","87","9.5",37,4.5,5.3,76.1,40.7,85.2,17.7
"Marsh, Brandon",669016,2024,418,476,16,32.4,".249",".419",".328","0.747","0.170",".348","2",".326","71.9",14.9,11.3,24.9,"7.2","91.6","13.8",40.7,10,11.9,61.4,23.7,83.5,27.5
"Altuve, Jose",514888,2023,360,410,17,17.3,".311",".522",".393","0.915","0.211",".348","5",".393","70.5",16.1,9.9,26.8,"7.7","86","11.4",29.7,8.3,6.2,61.3,32.1,86.3,18.7
"Rodríguez, Endy",682848,2023,186,204,3,24,".220",".328",".284","0.612","0.108",".281","0",".271","69.9",8.5,7.9,29.1,"7.2","89.1","16.5",35.5,5.1,8,68.1,26.4,87.3,21.4
"Crawford, J.P.",641487,2024,392,451,9,22.6,".202",".321",".304","0.625","0.119",".248","6",".283","71.9",23.2,9.8,23.3,"7.3","87.5","13.2",30.2,6.5,6.5,61.9,18.2,83.7,20.2
